date,open,close,high,low,volume,amount,pct_change
2025-06-24,6082.74,6194.67,6194.67,6082.74,233453403,303658275673.70,1.92
2025-06-25,6196.15,6276.16,6282.11,6194.15,247556325,334997601175.60,1.32
2025-06-26,6272.44,6247.79,6310.54,6244.78,254246495,343746329448.10,-0.45
2025-06-27,6265.92,6276.94,6319.16,6257.59,248563352,330455014092.60,0.47
2025-06-30,6297.08,6356.18,6358.03,6292.51,237322973,336221160415.20,1.26
2025-07-01,6358.06,6373.77,6373.77,6308.06,243537330,334302458347.30,0.28
2025-07-02,6358.87,6309.48,6358.87,6285.00,238580903,296643998872.10,-1.01
2025-07-03,6306.75,6342.64,6349.14,6295.23,213980765,270492479384.70,0.53
2025-07-04,6338.56,6312.20,6375.07,6292.14,238133210,304676921480.60,-0.48
2025-07-07,6305.04,6327.14,6333.51,6303.86,210477361,264834579254.80,0.24
2025-07-08,6321.55,6407.70,6408.11,6318.52,235125583,306816858617.10,1.27
2025-07-09,6412.14,6390.47,6431.09,6375.08,236175589,303195813288.70,-0.27
2025-07-10,6385.21,6406.57,6427.74,6367.66,240183380,296726316907.60,0.25
2025-07-11,6411.31,6461.10,6487.44,6388.40,282561283,352065982159.20,0.85
2025-07-14,6465.51,6462.31,6474.93,6443.56,242057801,302637448818.80,0.02
2025-07-15,6452.00,6442.83,6472.53,6381.56,269869411,347377816360.10,-0.30
2025-07-16,6440.52,6462.06,6487.83,6433.51,220230024,306082808216.70,0.30
2025-07-17,6458.41,6535.67,6535.67,6451.15,227831646,325983691186.50,1.14
2025-07-18,6546.36,6552.07,6563.82,6521.50,234461713,330217284922.40,0.25
2025-07-21,6557.25,6612.26,6614.61,6555.04,276591552,359907688649.30,0.92
2025-07-22,6607.83,6637.10,6642.24,6597.05,301659994,395915308553.60,0.38
2025-07-23,6634.12,6607.22,6667.86,6594.48,294109275,378330158758.80,-0.45
2025-07-24,6602.17,6701.12,6701.12,6602.17,285418219,374405610913.00,1.42
2025-07-25,6708.08,6706.61,6716.70,6674.54,264004798,363139664173.90,0.08
2025-07-28,6713.82,6729.98,6736.08,6679.21,252742904,359575849641.30,0.35
2025-07-29,6724.32,6773.88,6773.88,6684.16,259261236,383703631543.70,0.65
2025-07-30,6758.33,6718.48,6770.88,6662.91,268179559,392675091205.80,-0.82
2025-07-31,6701.16,6661.19,6750.08,6639.12,270138677,401821827245.20,-0.85
2025-08-01,6665.64,6670.47,6702.68,6625.93,232484670,349070970147.40,0.14
2025-08-04,6637.84,6739.69,6739.73,6631.12,213491525,329554815219.10,1.04
2025-08-05,6753.53,6787.48,6787.48,6744.07,223724677,348578384502.90,0.71
2025-08-06,6784.17,6861.31,6865.02,6774.03,258133888,399056054133.90,1.09
2025-08-07,6864.45,6862.15,6876.50,6813.77,261389600,411411186262.30,0.01
2025-08-08,6844.44,6838.13,6865.84,6816.09,251465671,381544614396.80,-0.35
2025-08-11,6850.57,6943.94,6957.40,6850.57,260970241,401163366844.00,1.55
2025-08-12,6943.67,6963.61,6963.80,6894.85,260489869,409922645283.80,0.28
2025-08-13,6966.27,7064.33,7070.50,6966.27,294653874,471479346408.70,1.45
2025-08-14,7072.90,6976.49,7077.81,6957.40,317272936,513604373008.80,-1.24
2025-08-15,6956.51,7117.50,7117.51,6956.51,304005226,492508504867.10,2.02
2025-08-18,7158.53,7237.60,7267.98,7143.07,379831263,606867233382.20,1.69
2025-08-19,7231.93,7242.85,7289.03,7193.59,340879045,558781044092.10,0.07
2025-08-20,7212.97,7305.46,7305.46,7166.99,324751503,517521411018.50,0.86
2025-08-21,7318.76,7253.34,7343.17,7215.34,326822891,516507411053.10,-0.71
2025-08-22,7250.19,7362.94,7362.94,7250.19,326807492,527766039448.30,1.51
2025-08-25,7418.35,7477.73,7504.01,7405.94,408457655,660911467973.60,1.56
2025-08-26,7457.77,7476.47,7526.17,7435.30,363684661,573343123463.70,-0.02
2025-08-27,7488.93,7336.50,7565.35,7336.50,416759265,672784131893.90,-1.87
2025-08-28,7331.19,7447.11,7447.11,7216.77,381466435,631711691476.30,1.51
2025-08-29,7449.86,7438.68,7477.20,7380.83,327640881,565058625663.10,-0.11
2025-09-01,7475.00,7501.15,7502.59,7424.34,324220712,564568450678.90,0.84
2025-09-02,7498.44,7313.88,7499.60,7258.59,350435853,598514462449.80,-2.50
2025-09-03,7336.39,7206.88,7361.03,7182.29,290288568,486667166562.60,-1.46
2025-09-04,7214.72,7041.15,7255.00,6939.66,297622754,488595037929.40,-2.30
2025-09-05,7046.96,7245.67,7248.58,7017.95,282765931,458842754388.20,2.90
2025-09-08,7257.33,7311.03,7321.16,7220.59,307813289,495541349344.00,0.90
2025-09-09,7287.40,7226.03,7315.97,7198.32,282443061,431928802540.20,-1.16
2025-09-10,7214.23,7230.17,7296.00,7179.76,252674158,396104754790.10,0.06
2025-09-11,7215.93,7399.89,7399.89,7161.28,293975142,486236595199.90,2.35
2025-09-12,7402.42,7422.88,7472.87,7387.59,315838793,508828451805.10,0.31
2025-09-15,7445.50,7415.57,7454.30,7404.50,301307761,475104705371.80,-0.10
2025-09-16,7426.41,7483.63,7487.07,7364.73,309010590,474734476789.60,0.92
2025-09-17,7478.41,7554.81,7564.82,7461.41,301706485,493296275782.60,0.95
2025-09-18,7552.23,7476.40,7665.97,7393.18,398600102,654022739891.20,-1.04
2025-09-19,7473.02,7438.19,7520.92,7405.29,295895870,483203148485.40,-0.51
2025-09-22,7457.89,7489.48,7489.48,7418.46,270362602,440515484560.20,0.69
2025-09-23,7500.62,7408.07,7504.23,7261.67,313260280,503959593111.70,-1.09
2025-09-24,7375.91,7534.22,7534.22,7342.47,278912761,494397619555.60,1.70
2025-09-25,7521.32,7506.51,7563.08,7487.12,264403712,464745025578.90,-0.37
2025-09-26,7476.94,7397.59,7516.11,7396.58,258750259,436863300985.50,-1.45
2025-09-29,7415.13,7497.83,7517.12,7376.91,258680184,419534690314.00,1.36
2025-09-30,7525.62,7574.96,7592.91,7524.92,255173785,442639611194.10,1.03
2025-10-09,7623.30,7648.05,7671.17,7590.47,303491380,530500291414.70,0.96
2025-10-10,7608.29,7533.82,7621.98,7513.17,290429922,485703734784.30,-1.49
2025-10-13,7250.58,7519.76,7535.21,7250.58,288400411,470990827391.50,-0.19
2025-10-14,7580.39,7373.15,7611.83,7342.60,304412013,506690155148.90,-1.95
2025-10-15,7384.01,7483.45,7484.05,7315.48,244853965,403797525523.90,1.50
2025-10-16,7460.76,7401.84,7472.75,7378.30,234643070,374296521876.00,-1.09
2025-10-17,7395.87,7185.48,7426.21,7176.96,254327325,383875372638.00,-2.92
2025-10-20,7259.49,7239.18,7301.99,7196.28,218579676,328445222616.70,0.75
2025-10-21,7257.11,7344.05,7350.92,7236.63,237250165,348158794786.90,1.45
2025-10-22,7304.96,7312.21,7349.80,7278.71,227324503,332181328130.80,-0.43
2025-10-23,7292.39,7308.10,7319.55,7192.42,231568976,328574781927.40,-0.06
2025-10-24,7340.67,7419.24,7419.41,7340.67,245559953,397473067375.70,1.52
2025-10-27,7483.30,7495.38,7511.41,7430.62,265344749,458169856647.90,1.03
2025-10-28,7462.91,7479.22,7534.05,7443.70,251804249,431016068636.50,-0.22
2025-10-29,7481.24,7569.12,7569.12,7469.07,265846129,439161754318.70,1.20
2025-10-30,7560.60,7485.08,7569.16,7476.70,297385269,478507155180.50,-1.11
2025-10-31,7480.66,7506.67,7583.03,7480.66,299745206,475587998227.90,0.29
2025-11-03,7507.37,7538.12,7539.33,7417.27,278241705,432422773380.50,0.42
2025-11-04,7523.64,7435.73,7523.64,7387.38,251677413,381678891758.60,-1.36
2025-11-05,7332.10,7464.86,7490.90,7332.10,258548178,373351692087.50,0.39
2025-11-06,7482.91,7551.83,7551.83,7466.75,263612959,405168970723.40,1.17
2025-11-07,7519.75,7541.88,7581.56,7492.93,267888664,419611056738.10,-0.13
2025-11-10,7568.75,7563.25,7592.76,7515.68,274361317,433797531456.70,0.28
2025-11-11,7579.91,7540.79,7598.99,7530.14,265250731,404867228036.50,-0.30
2025-11-12,7520.18,7486.38,7537.76,7421.46,266963363,390482493659.00,-0.72
2025-11-13,7483.66,7590.58,7604.89,7475.51,275636073,420596449342.40,1.39
2025-11-14,7527.83,7502.76,7591.32,7502.76,271972783,406292990194.20,-1.16
2025-11-17,7514.84,7523.08,7544.72,7487.81,261156118,391318349646.00,0.27
2025-11-18,7508.53,7448.10,7521.66,7412.28,277480409,418065487002.40,-1.00
2025-11-19,7438.14,7387.21,7471.73,7348.04,238393820,367172563737.60,-0.82
2025-11-20,7429.70,7340.41,7439.04,7332.32,227536090,356711968727.40,-0.63
2025-11-21,7235.33,7067.70,7274.33,7067.70,284800690,408671897438.10,-3.72
2025-11-24,7105.64,7156.41,7190.72,7064.60,240655062,368993404400.10,1.26
2025-11-25,7195.10,7249.95,7311.73,7194.77,245429429,404174105411.00,1.31
2025-11-26,7236.66,7248.45,7307.20,7225.09,231776824,376963938111.30,-0.02
2025-11-27,7243.71,7257.45,7330.60,7243.71,211277412,365625943247.20,0.12
2025-11-28,7257.17,7334.21,7334.21,7239.85,200680508,342185224996.40,1.06
2025-12-01,7356.51,7386.68,7388.62,7342.60,234411583,392320297531.60,0.72
2025-12-02,7364.20,7313.18,7364.20,7299.27,200512477,320218841083.30,-1.00
2025-12-03,7312.67,7248.27,7324.21,7220.98,214633400,335034477208.30,-0.89
2025-12-04,7246.86,7248.66,7269.90,7185.91,194839254,311315804959.70,0.01
2025-12-05,7244.28,7342.49,7347.00,7194.66,215727663,352805657180.30,1.29
2025-12-08,7359.49,7423.05,7446.19,7359.49,240918995,418474779432.40,1.10
2025-12-09,7400.93,7380.58,7439.55,7370.30,228491428,392312852126.30,-0.57
2025-12-10,7367.49,7408.24,7421.42,7332.05,215611134,360245249692.50,0.37
2025-12-11,7421.79,7312.00,7425.44,7312.00,234020873,381933822512.90,-1.30
2025-12-12,7312.87,7370.94,7384.85,7284.56,243525183,422779414910.80,0.81
2025-12-15,7324.48,7309.08,7375.61,7305.83,220957697,372658890926.00,-0.84
2025-12-16,7302.16,7181.62,7302.16,7143.61,230526007,361621759667.30,-1.74
2025-12-17,7178.31,7288.74,7303.38,7149.02,220498775,366263786190.10,1.49
2025-12-18,7244.64,7272.40,7336.73,7241.86,200044662,348983557160.80,-0.22
2025-12-19,7295.67,7329.81,7357.04,7279.99,219205547,362345403569.50,0.79
2025-12-22,7363.06,7408.35,7433.43,7363.06,221601886,381186010909.50,1.07
2025-12-23,7410.22,7392.42,7441.41,7363.93,224288566,397181525761.70,-0.22
2025-12-24,7391.56,7506.38,7513.25,7386.49,217961455,406286039967.00,1.54
2025-12-25,7507.30,7579.38,7591.78,7502.15,228744917,434419255592.90,0.97
2025-12-26,7575.93,7605.53,7644.84,7550.01,266261611,473665628418.30,0.35
2025-12-29,7606.44,7594.16,7637.91,7574.77,264064796,466873470411.60,-0.15
2025-12-30,7556.54,7597.30,7636.15,7552.40,263331874,468024130590.70,0.04
2025-12-31,7606.65,7595.28,7619.22,7560.72,244549231,440672066748.30,-0.03
2026-01-05,7639.54,7753.88,7753.96,7623.75,305374726,542230841526.30,2.09
2026-01-06,7756.16,7864.90,7864.90,7755.07,331162034,580815076334.10,1.43
2026-01-07,7881.84,7906.42,7939.75,7864.14,318734367,617917011024.80,0.53
2026-01-08,7886.81,7971.59,7993.63,7886.63,325563908,605389117078.60,0.82
2026-01-09,7969.19,8129.18,8131.49,7969.19,381043869,705322959792.50,1.98
2026-01-12,8196.09,8357.01,8371.75,8171.11,447228954,827564717480.80,2.80
2026-01-13,8381.04,8203.13,8381.04,8177.63,454444503,824652003313.70,-1.84
2026-01-14,8204.28,8257.17,8415.10,8154.24,489798359,884281078762.40,0.66
2026-01-15,8197.06,8240.78,8267.81,8151.11,353357708,638659733155.50,-0.20
2026-01-16,8276.61,8232.73,8304.40,8180.12,352539405,633410677296.90,-0.10
2026-01-19,8204.63,8265.65,8298.48,8187.94,326691149,581675794396.00,0.40
2026-01-20,8271.78,8182.75,8300.05,8104.92,336689134,579037016860.80,-1.00
2026-01-21,8138.68,8247.68,8289.13,8136.92,325676368,564720693794.30,0.79
2026-01-22,8272.47,8309.35,8314.22,8252.74,328563281,571805715998.20,0.75
2026-01-23,8331.77,8470.74,8478.56,8323.35,393043020,681947636157.70,1.94
2026-01-26,8513.22,8365.43,8530.42,8302.10,403428375,703181530463.30,-1.24
2026-01-27,8325.43,8382.15,8406.10,8186.24,365657328,630208311333.50,0.20
2026-01-28,8392.75,8399.79,8432.62,8334.68,349658293,627356672599.60,0.21
2026-01-29,8380.61,8332.21,8463.12,8308.82,401987982,677736377632.40,-0.80
2026-01-30,8255.33,8254.86,8313.23,8083.97,364916451,596749295784.90,-0.93
2026-02-02,8166.74,7975.43,8221.58,7974.60,308321467,498940799234.40,-3.39
2026-02-03,8058.76,8209.10,8210.05,8023.24,299218458,525759546405.20,2.93
2026-02-04,8184.20,8207.12,8216.20,8101.20,316461150,516215155944.80,-0.02
2026-02-05,8121.51,8068.08,8154.56,8027.62,275816823,440964669773.20,-1.69
2026-02-06,7980.47,8051.57,8152.32,7950.01,281083563,444590291967.10,-0.20
2026-02-09,8177.29,8233.78,8235.15,8149.65,282848169,482557298731.60,2.26
2026-02-10,8246.22,8250.30,8274.14,8199.51,291916250,475050653321.20,0.20
2026-02-11,8239.17,8239.51,8304.13,8236.96,273234312,438065440518.30,-0.13
2026-02-12,8252.19,8314.83,8337.37,8227.60,277596736,467860009633.10,0.91
2026-02-13,8272.88,8204.83,8323.72,8200.15,261146312,438924354792.70,-1.32
