date,open,close,high,low,volume,amount,pct_change
2024-02-06,4229.79,4592.44,4641.45,4192.97,210187410,169330958130.70,6.97
2024-02-07,4604.12,4797.85,4848.24,4599.35,216213317,188713236491.80,4.47
2024-02-08,4826.14,4993.10,5067.23,4826.14,217620059,192261800168.90,4.07
2024-02-19,5062.68,5029.59,5071.20,4950.33,203870996,185885021627.30,0.73
2024-02-20,5004.42,5046.01,5058.22,4950.39,154344285,151079011056.70,0.33
2024-02-21,5001.66,5073.48,5208.65,4974.08,193280527,178053450105.20,0.54
2024-02-22,5075.43,5151.53,5152.02,5066.00,153064295,146838694830.70,1.54
2024-02-23,5169.01,5225.67,5225.67,5114.15,171213693,167541135856.90,1.44
2024-02-26,5234.81,5255.40,5325.77,5201.13,184471643,180222595495.40,0.57
2024-02-27,5237.11,5394.03,5394.03,5218.59,182622372,183476438078.70,2.64
2024-02-28,5403.50,5152.05,5478.09,5152.05,260742382,251859520937.90,-4.49
2024-02-29,5122.18,5344.61,5344.61,5122.18,188036238,185219961181.50,3.74
2024-03-01,5354.73,5401.94,5411.32,5322.09,184436487,196339349955.40,1.07
2024-03-04,5412.91,5428.34,5429.80,5332.24,179308205,199765408572.60,0.49
2024-03-05,5392.88,5375.13,5417.82,5337.67,174166911,196428311575.60,-0.98
2024-03-06,5346.08,5381.46,5434.40,5306.46,154684371,164978930227.70,0.12
2024-03-07,5389.99,5303.28,5430.39,5303.28,161023860,167524667896.00,-1.45
2024-03-08,5309.59,5370.37,5386.18,5283.15,139130895,147532325483.80,1.27
2024-03-11,5358.84,5466.65,5466.65,5350.29,164133442,175152725407.50,1.79
2024-03-12,5477.13,5496.36,5524.50,5443.96,183984140,198909272334.70,0.54
2024-03-13,5501.59,5521.78,5561.08,5476.79,181270807,200355388366.40,0.46
2024-03-14,5521.72,5486.65,5546.10,5433.21,168948172,184410019586.70,-0.64
2024-03-15,5472.89,5555.64,5555.64,5459.32,161095841,171573287270.10,1.26
2024-03-18,5573.93,5648.01,5648.01,5559.05,193419517,212069710000.30,1.66
2024-03-19,5633.50,5607.48,5660.50,5607.26,181118096,202358294570.70,-0.72
2024-03-20,5600.12,5659.15,5663.74,5600.12,179307654,199862431481.60,0.92
2024-03-21,5674.50,5658.28,5690.45,5623.30,194332946,215621373720.60,-0.02
2024-03-22,5649.08,5595.88,5660.15,5546.78,210254327,226506007179.60,-1.10
2024-03-25,5581.35,5466.06,5611.69,5466.06,204705382,224613418949.10,-2.32
2024-03-26,5454.65,5447.75,5495.63,5381.85,183180684,197261354305.90,-0.33
2024-03-27,5435.97,5266.23,5436.65,5266.23,179173504,183978555512.10,-3.33
2024-03-28,5262.22,5382.24,5430.77,5262.22,178598735,187597295821.20,2.20
2024-03-29,5383.74,5441.26,5441.26,5345.87,168653431,177336825495.70,1.10
2024-04-01,5461.59,5559.06,5559.87,5461.59,191025707,202413394132.80,2.16
2024-04-02,5556.52,5531.05,5556.52,5490.82,196097459,201831299209.60,-0.50
2024-04-03,5518.91,5500.93,5525.03,5457.61,186291066,191730116467.60,-0.54
2024-04-08,5487.63,5399.91,5492.40,5399.91,186573359,186731192201.40,-1.84
2024-04-09,5392.99,5468.91,5468.91,5384.03,159201159,160292707953.50,1.28
2024-04-10,5456.97,5367.05,5456.97,5325.91,167459493,164477827457.10,-1.86
2024-04-11,5330.68,5379.92,5441.50,5322.84,165143700,162747758509.60,0.24
2024-04-12,5379.17,5338.77,5408.52,5330.54,157174522,155385863393.20,-0.76
2024-04-15,5320.81,5287.51,5364.59,5205.71,201711028,188383366155.50,-0.96
2024-04-16,5255.21,5066.66,5283.83,5063.94,207171940,188123371675.10,-4.18
2024-04-17,5109.08,5287.46,5287.46,5109.08,190079395,181206086976.70,4.36
2024-04-18,5276.47,5286.72,5345.44,5233.90,188225058,187626267250.10,-0.01
2024-04-19,5257.01,5264.39,5312.15,5224.32,178870211,176532930688.60,-0.42
2024-04-22,5231.56,5246.08,5300.79,5187.52,167762229,165970259919.50,-0.35
2024-04-23,5234.43,5218.43,5260.29,5194.26,156851394,154949436774.90,-0.53
2024-04-24,5219.26,5305.61,5305.61,5200.60,162666749,165940790840.90,1.67
2024-04-25,5285.14,5313.99,5357.44,5273.55,157831248,164090144070.80,0.16
2024-04-26,5303.15,5415.94,5420.37,5303.15,210886927,219583789153.50,1.92
2024-04-29,5422.41,5545.23,5550.21,5422.41,241439744,247411968960.40,2.39
2024-04-30,5530.94,5497.43,5542.19,5482.99,204909743,205851328015.80,-0.86
2024-05-06,5558.92,5606.84,5611.27,5558.92,205174028,213462084934.00,1.99
2024-05-07,5604.27,5625.34,5631.95,5593.01,185622540,197355483310.20,0.33
2024-05-08,5605.59,5536.66,5605.59,5529.91,175730988,186180909949.60,-1.58
2024-05-09,5533.51,5626.83,5638.64,5533.51,172678261,186969311191.00,1.63
2024-05-10,5632.76,5574.23,5641.92,5549.61,188377044,190161522864.50,-0.93
2024-05-13,5537.93,5520.80,5556.71,5479.95,180308639,183109444689.90,-0.96
2024-05-14,5524.43,5551.68,5574.25,5524.26,169585067,171272800583.80,0.56
2024-05-15,5541.81,5497.23,5551.26,5491.52,163304598,157739697587.40,-0.98
2024-05-16,5508.95,5488.95,5539.92,5474.28,169798002,163725528727.50,-0.15
2024-05-17,5489.42,5563.23,5564.06,5478.30,182873081,174923884707.10,1.35
2024-05-20,5563.65,5596.78,5612.35,5548.90,197476441,194649563347.60,0.60
2024-05-21,5586.01,5536.74,5586.01,5517.39,172959880,164385097291.60,-1.07
2024-05-22,5532.84,5539.66,5553.70,5508.76,168002993,159617620663.60,0.05
2024-05-23,5521.18,5412.82,5521.18,5402.00,175806710,165079443510.70,-2.29
2024-05-24,5401.58,5350.11,5436.81,5350.11,151050114,144589510290.40,-1.16
2024-05-27,5358.08,5404.62,5404.62,5295.09,151409114,145062270806.00,1.02
2024-05-28,5390.40,5348.03,5414.98,5343.83,148458050,142242447962.10,-1.05
2024-05-29,5336.70,5351.25,5386.78,5324.69,142698663,131551463739.00,0.06
2024-05-30,5334.80,5334.30,5371.81,5311.44,141323171,133560052962.30,-0.32
2024-05-31,5334.10,5355.21,5381.72,5334.10,136735137,133719611673.30,0.39
2024-06-03,5350.64,5284.62,5351.25,5246.17,163388152,156847760734.70,-1.32
2024-06-04,5267.36,5313.71,5319.71,5229.68,145127777,138133314033.10,0.55
2024-06-05,5294.30,5244.09,5330.80,5244.09,132143504,129081217483.10,-1.31
2024-06-06,5249.95,5130.87,5275.89,5113.21,169793255,159189463760.40,-2.16
2024-06-07,5159.17,5153.59,5190.00,5096.08,130320202,127151511671.80,0.44
2024-06-11,5132.22,5198.92,5208.18,5086.86,128533904,130922333475.10,0.88
2024-06-12,5188.36,5216.46,5231.47,5186.61,121650752,125294312043.50,0.34
2024-06-13,5214.41,5180.24,5219.71,5170.17,131172507,138017519920.10,-0.69
2024-06-14,5164.87,5180.65,5190.71,5138.36,139132978,147939037918.90,0.01
2024-06-17,5158.98,5183.97,5211.39,5151.28,124616372,140185484941.90,0.06
2024-06-18,5183.27,5227.25,5237.82,5177.28,135460663,139816865554.00,0.83
2024-06-19,5230.49,5159.99,5241.97,5159.99,125806229,137697257826.40,-1.29
2024-06-20,5150.80,5056.14,5174.87,5052.89,141500845,145161795219.60,-2.01
2024-06-21,5040.63,5055.33,5090.57,5014.48,111201689,113314006072.60,-0.02
2024-06-24,5025.52,4887.78,5029.73,4884.50,128915163,133643136633.00,-3.31
2024-06-25,4885.89,4847.61,4907.96,4814.68,112593300,116321034874.90,-0.82
2024-06-26,4842.00,4986.38,4988.31,4812.10,138027529,125780748745.50,2.86
2024-06-27,4964.66,4864.09,4969.09,4862.63,121642911,114644913464.20,-2.45
2024-06-28,4855.35,4895.99,4968.27,4851.84,134567796,129940344766.50,0.66
2024-07-01,4894.56,4940.25,4954.18,4839.75,129219325,123312519185.00,0.90
2024-07-02,4940.70,4905.65,4951.20,4886.70,118827986,116969050568.00,-0.70
2024-07-03,4900.67,4867.13,4906.51,4857.78,102300301,103816042643.40,-0.79
2024-07-04,4868.55,4761.87,4883.74,4745.91,121202257,107066707375.00,-2.16
2024-07-05,4753.73,4810.79,4828.84,4711.87,110602467,100918951124.10,1.03
2024-07-08,4801.49,4693.96,4801.49,4679.28,123548775,109218205975.50,-2.43
2024-07-09,4689.27,4797.06,4810.32,4645.20,148511187,139660896310.10,2.20
2024-07-10,4783.17,4777.68,4829.21,4768.12,138401543,133173779703.40,-0.40
2024-07-11,4846.11,4893.59,4896.15,4821.41,153190469,152871133831.30,2.43
2024-07-12,4884.41,4878.02,4897.17,4858.30,130854179,126357791679.30,-0.32
2024-07-15,4869.00,4827.60,4869.00,4815.41,126413017,116891290149.30,-1.03
2024-07-16,4815.74,4836.72,4845.35,4786.21,120891502,119708973121.00,0.19
2024-07-17,4834.44,4795.62,4842.72,4786.35,120425116,121445754615.70,-0.85
2024-07-18,4763.30,4812.43,4822.62,4714.60,121727781,126287644105.40,0.35
2024-07-19,4788.77,4821.42,4854.71,4778.71,112647955,120485073177.80,0.19
2024-07-22,4822.64,4826.87,4848.31,4798.12,110732121,117656274044.70,0.11
2024-07-23,4825.75,4694.95,4825.75,4694.95,120495201,121481765801.70,-2.73
2024-07-24,4682.06,4631.01,4713.07,4625.42,121091980,118860085094.90,-1.36
2024-07-25,4602.63,4632.57,4678.66,4587.71,108530458,105862951893.20,0.03
2024-07-26,4638.31,4702.08,4710.57,4638.31,110691033,108478164451.40,1.50
2024-07-29,4707.28,4685.65,4707.28,4670.80,109319605,108822855999.80,-0.35
2024-07-30,4674.92,4702.49,4716.21,4637.41,112315594,112127735536.10,0.36
2024-07-31,4698.73,4889.08,4889.77,4690.00,173761942,168965970522.20,3.97
2024-08-01,4894.81,4878.29,4933.06,4850.63,146421421,150211396562.70,-0.22
2024-08-02,4844.78,4809.89,4902.94,4802.02,137989767,141716564224.70,-1.40
2024-08-05,4776.18,4678.78,4854.59,4678.74,152847485,147489789943.20,-2.73
2024-08-06,4731.20,4749.95,4766.27,4695.64,127097641,119128621767.90,1.52
2024-08-07,4741.65,4743.41,4772.21,4715.53,112619284,108823999546.00,-0.14
2024-08-08,4728.33,4739.49,4776.49,4677.43,126746572,118155007291.90,-0.08
2024-08-09,4760.13,4702.75,4789.17,4702.75,115665338,101903629129.50,-0.78
2024-08-12,4696.36,4674.10,4707.22,4657.33,107665245,93579528556.90,-0.61
2024-08-13,4671.20,4697.59,4698.34,4642.67,100207248,89086385467.70,0.50
2024-08-14,4698.00,4649.28,4698.15,4649.28,99911373,88773228421.60,-1.03
2024-08-15,4639.08,4691.85,4743.73,4620.56,129900650,111783008443.30,0.92
2024-08-16,4696.72,4655.65,4703.03,4654.46,122612541,108413620564.20,-0.77
2024-08-19,4651.30,4663.61,4714.06,4644.60,119942244,104904645645.90,0.17
2024-08-20,4663.78,4579.30,4665.63,4563.86,129979655,107871967949.60,-1.81
2024-08-21,4564.38,4548.26,4590.20,4543.88,108164315,92275965567.00,-0.68
2024-08-22,4549.30,4491.84,4562.98,4484.56,113469330,97994054397.80,-1.24
2024-08-23,4482.65,4495.34,4510.60,4462.76,110254720,94849186101.10,0.08
2024-08-26,4492.71,4512.89,4531.17,4476.24,112271843,97519324794.10,0.39
2024-08-27,4500.74,4459.68,4501.08,4449.21,113939520,100126840568.50,-1.18
2024-08-28,4449.71,4470.55,4506.31,4437.52,107903177,92367714620.60,0.24
2024-08-29,4453.43,4542.46,4558.95,4443.90,129788753,118136327341.60,1.61
2024-08-30,4539.93,4629.32,4691.01,4534.04,177838616,163027974058.40,1.91
2024-09-02,4627.18,4532.51,4635.77,4529.83,155927274,139933704119.00,-2.09
2024-09-03,4529.94,4572.40,4598.63,4529.94,128952462,116579546737.00,0.88
2024-09-04,4542.90,4550.77,4594.44,4529.34,122871657,113470304817.70,-0.47
2024-09-05,4554.52,4586.78,4614.75,4554.52,121209194,108293303464.30,0.79
2024-09-06,4588.93,4508.23,4595.70,4506.39,127217733,115580272235.00,-1.71
2024-09-09,4490.99,4475.53,4523.37,4459.13,113284927,100227926910.60,-0.73
2024-09-10,4481.49,4487.58,4507.15,4400.78,132351585,114554770062.80,0.27
2024-09-11,4469.01,4486.01,4500.68,4453.20,113953972,101974619541.40,-0.03
2024-09-12,4490.52,4468.74,4542.28,4468.74,118731187,106135757549.80,-0.38
2024-09-13,4471.98,4413.19,4478.22,4413.19,116827287,102975444046.20,-1.24
2024-09-18,4413.90,4399.13,4425.79,4342.21,113552078,94168113827.80,-0.32
2024-09-19,4418.78,4482.27,4527.61,4385.49,145747160,122312275719.10,1.89
2024-09-20,4484.18,4463.36,4487.08,4428.17,127480177,110050423361.60,-0.42
2024-09-23,4462.72,4469.13,4513.97,4445.99,124945066,113678187174.80,0.13
2024-09-24,4489.49,4642.56,4642.56,4466.34,215782531,186154173396.10,3.88
2024-09-25,4688.39,4686.26,4799.86,4681.85,264240731,228396448070.10,0.94
2024-09-26,4675.94,4874.13,4874.13,4672.87,253977829,222158651466.90,4.01
2024-09-27,4950.94,5136.44,5164.54,4944.84,290681694,277755801270.40,5.38
2024-09-30,5375.57,5708.83,5732.57,5307.55,471432852,484582504080.60,11.14
2024-10-08,6437.11,6201.99,6437.11,5861.32,550590792,637520550865.10,8.64
2024-10-09,6052.67,5727.38,6105.03,5706.05,458094212,561178624981.70,-7.65
2024-10-10,5777.90,5654.53,5881.33,5593.98,349628012,422832925090.90,-1.27
2024-10-11,5610.95,5416.76,5616.81,5349.32,279992646,325513950176.70,-4.20
2024-10-14,5451.62,5615.76,5620.42,5346.42,281144405,332914366924.40,3.67
2024-10-15,5585.69,5507.18,5704.56,5505.81,297517095,380974458307.90,-1.93
2024-10-16,5425.43,5524.25,5598.84,5424.39,248520319,306601622534.30,0.31
2024-10-17,5563.46,5505.61,5624.79,5504.49,276397486,351913540301.80,-0.34
2024-10-18,5495.20,5749.43,5880.90,5484.24,359719039,468006517576.10,4.43
2024-10-21,5797.00,5860.57,5954.44,5767.79,355061095,496180057607.10,1.93
2024-10-22,5866.79,5888.81,5940.37,5814.30,347298628,466594853550.60,0.48
2024-10-23,5871.32,5903.58,5991.59,5856.37,333753772,435103067665.10,0.25
2024-10-24,5871.29,5861.63,5887.45,5817.93,264149476,352283289320.80,-0.71
2024-10-25,5876.44,5974.91,6014.11,5876.21,306820665,394949027910.60,1.93
2024-10-28,5988.72,6082.09,6082.09,5965.00,326722938,408798512149.40,1.79
2024-10-29,6106.19,5983.84,6113.64,5982.53,369325299,475114148305.50,-1.62
2024-10-30,5960.79,6019.35,6043.59,5945.68,324380186,416947148542.40,0.59
2024-10-31,6041.01,6116.66,6161.56,6004.71,386119485,507595177939.20,1.62
2024-11-01,6100.79,5930.23,6125.41,5912.53,409338276,511368123627.10,-3.05
2024-11-04,5912.31,6053.11,6053.11,5912.31,295637147,378246863909.90,2.07
2024-11-05,6057.21,6266.54,6279.92,6051.46,390142531,511248826464.40,3.53
2024-11-06,6287.29,6293.19,6368.87,6247.15,424250101,551410098216.10,0.43
2024-11-07,6238.62,6403.92,6403.92,6229.49,408571652,498495772935.50,1.76
2024-11-08,6470.07,6423.12,6526.65,6400.09,451796308,570702092921.50,0.30
2024-11-11,6416.17,6579.01,6580.57,6412.58,402436255,551137709952.70,2.43
2024-11-12,6593.82,6491.97,6616.16,6429.35,400715244,547396142339.80,-1.32
2024-11-13,6453.86,6474.39,6512.60,6357.56,317485928,420386937348.90,-0.27
2024-11-14,6462.01,6272.19,6472.95,6263.31,294794718,387867737326.20,-3.12
2024-11-15,6246.34,6125.51,6331.87,6124.66,295191634,383424106208.70,-2.34
2024-11-18,6154.51,5974.56,6180.88,5937.09,322672608,374007994760.50,-2.46
2024-11-19,5977.84,6130.28,6130.50,5945.46,273167526,327924260763.40,2.61
2024-11-20,6116.96,6250.80,6262.08,6105.22,299975821,367521344350.30,1.97
2024-11-21,6241.01,6262.16,6292.86,6199.71,299655111,380712417744.10,0.18
2024-11-22,6240.09,6030.49,6280.60,6030.37,342129117,415874882244.10,-3.70
2024-11-25,6047.94,6052.13,6076.19,5937.91,277646776,336016461450.60,0.36
2024-11-26,6036.64,5981.57,6093.37,5979.39,244404112,293810759318.90,-1.17
2024-11-27,5942.53,6118.66,6119.01,5857.00,290946267,337553542213.30,2.29
2024-11-28,6121.68,6086.09,6170.13,6077.60,301235560,352731886172.70,-0.53
2024-11-29,6066.71,6189.13,6246.20,6039.83,324762691,387695670289.70,1.69
2024-12-02,6188.80,6313.61,6325.86,6188.80,354028066,408649278002.30,2.01
2024-12-03,6318.97,6303.28,6342.36,6239.44,326652363,377825590965.00,-0.16
2024-12-04,6301.05,6204.94,6303.50,6175.84,299202098,351416845597.90,-1.56
2024-12-05,6186.12,6285.60,6302.36,6186.12,288535617,340682850434.60,1.30
2024-12-06,6291.30,6349.62,6384.66,6229.21,349030963,392887681462.00,1.02
2024-12-09,6346.59,6303.27,6371.10,6257.54,293773287,336347274096.10,-0.73
2024-12-10,6493.54,6362.02,6497.89,6352.76,374209206,453736859984.80,0.93
2024-12-11,6343.78,6447.37,6454.97,6343.78,331351956,392600350436.20,1.34
2024-12-12,6454.94,6490.15,6493.71,6390.59,342326053,407629783932.50,0.66
2024-12-13,6447.20,6354.99,6460.94,6351.30,361985513,430631043518.90,-2.08
2024-12-16,6355.63,6277.52,6367.81,6248.16,310215173,379382275677.10,-1.22
2024-12-17,6262.49,6143.94,6269.14,6133.13,274793959,325036282699.40,-2.13
2024-12-18,6156.69,6195.87,6242.52,6121.05,248024122,310421477631.80,0.85
2024-12-19,6127.22,6207.19,6223.80,6108.39,251487924,320880949172.30,0.18
2024-12-20,6195.64,6271.75,6320.96,6191.08,243659085,344655611869.70,1.04
2024-12-23,6271.76,6096.38,6276.97,6086.91,258474975,333062018484.70,-2.80
2024-12-24,6110.77,6164.36,6165.20,6066.23,216010918,281310588166.20,1.12
2024-12-25,6158.65,6094.69,6159.60,6037.74,219027032,274581369547.30,-1.13
2024-12-26,6083.89,6160.45,6185.81,6083.89,206916739,280812700394.60,1.08
2024-12-27,6164.67,6171.57,6250.20,6135.48,237841554,313072970915.20,0.18
2024-12-30,6164.91,6145.93,6192.58,6097.10,207712448,273573030015.30,-0.42
2024-12-31,6151.03,5957.72,6160.73,5957.72,237990032,296970407968.70,-3.06
2025-01-02,5948.68,5797.09,5982.55,5743.18,244125606,293717954949.80,-2.70
2025-01-03,5808.54,5625.21,5826.08,5609.77,237093211,272348061516.50,-2.96
2025-01-06,5614.03,5608.03,5688.92,5561.90,203047676,234876628472.70,-0.31
2025-01-07,5610.95,5692.04,5694.00,5580.89,193912450,234287089801.00,1.50
2025-01-08,5664.31,5661.78,5706.66,5501.49,225800830,272083991656.30,-0.53
2025-01-09,5629.90,5672.78,5714.46,5629.82,193320421,248219962749.30,0.19
2025-01-10,5662.77,5544.92,5718.21,5544.92,198014877,242988533222.60,-2.25
2025-01-13,5487.12,5559.47,5599.33,5457.51,169309190,201644040965.30,0.26
2025-01-14,5580.88,5811.05,5814.71,5562.18,235772869,291062201266.90,4.53
2025-01-15,5805.90,5775.57,5815.15,5755.62,204290325,258108817510.50,-0.61
2025-01-16,5810.05,5801.31,5906.47,5753.76,216373239,268024992527.50,0.45
2025-01-17,5780.61,5841.57,5885.42,5755.91,196817967,252875263541.60,0.69
2025-01-20,5877.97,5879.15,5925.07,5856.83,198430783,250732032833.40,0.64
2025-01-21,5911.40,5908.02,5917.13,5834.96,199127834,273060411933.60,0.49
2025-01-22,5879.84,5855.74,5886.74,5824.03,180296760,245947705315.30,-0.88
2025-01-23,5911.22,5829.03,5991.85,5829.03,222855753,296684961437.90,-0.46
2025-01-24,5815.46,5938.13,5943.11,5815.46,208090445,279147952363.80,1.87
2025-01-27,5946.73,5846.07,5964.15,5846.07,188646200,253588513600.50,-1.55
2025-02-05,5900.51,5881.44,5928.88,5851.60,212005310,286305599979.00,0.61
2025-02-06,5869.71,6041.83,6042.02,5853.75,255998511,361378399220.70,2.73
2025-02-07,6046.36,6134.05,6198.75,6042.26,323952835,447048589278.10,1.53
2025-02-10,6155.05,6210.55,6218.07,6126.08,297825932,407767222307.30,1.25
2025-02-11,6209.52,6190.17,6220.96,6135.87,288271576,393173431222.10,-0.33
2025-02-12,6172.39,6284.61,6284.92,6171.06,281342765,392322251370.80,1.53
2025-02-13,6290.79,6212.50,6290.79,6202.59,312984935,437899818480.60,-1.15
2025-02-14,6203.48,6248.83,6257.31,6182.26,298005849,411860060509.20,0.58
2025-02-17,6285.04,6281.57,6308.48,6231.87,323734337,458304251930.70,0.52
2025-02-18,6264.28,6142.14,6282.40,6112.59,300159330,417068621357.90,-2.22
2025-02-19,6134.99,6288.53,6290.01,6133.94,272920114,405139537119.40,2.38
2025-02-20,6289.13,6334.41,6349.47,6274.03,288110198,424704883960.30,0.73
2025-02-21,6347.67,6449.23,6456.92,6317.09,327263771,503581232097.60,1.81
2025-02-24,6454.56,6464.02,6504.40,6411.77,318461161,492113846711.40,0.23
2025-02-25,6369.28,6435.43,6503.01,6359.84,295366372,464348021187.80,-0.44
2025-02-26,6451.40,6524.41,6527.85,6423.60,303176413,463990773161.60,1.38
2025-02-27,6526.81,6499.53,6550.10,6395.91,311964101,475356399878.80,-0.38
2025-02-28,6460.90,6270.42,6468.80,6252.01,295559675,433909057524.60,-3.53
2025-03-03,6291.05,6273.67,6382.05,6240.57,266945412,388839572584.00,0.05
2025-03-04,6218.83,6357.63,6364.12,6217.81,229548486,347694980443.60,1.34
2025-03-05,6365.43,6398.24,6401.83,6318.29,238961847,359566648067.30,0.64
2025-03-06,6438.16,6534.97,6548.85,6435.54,300554770,464779819147.60,2.14
2025-03-07,6512.73,6507.76,6577.95,6465.26,308888807,463226928282.70,-0.42
2025-03-10,6519.03,6520.97,6541.59,6466.90,256522113,374384335127.90,0.20
2025-03-11,6438.24,6551.73,6551.73,6432.76,252455216,366244090084.30,0.47
2025-03-12,6585.60,6566.97,6632.39,6564.72,281705576,416300253927.50,0.23
2025-03-13,6558.42,6466.85,6570.89,6405.73,266825677,384618292918.10,-1.52
2025-03-14,6463.92,6571.17,6575.82,6428.22,276329994,384170674116.10,1.61
2025-03-17,6585.82,6589.57,6609.89,6557.63,252080841,353560411350.90,0.28
2025-03-18,6605.04,6611.93,6642.86,6581.96,234726563,344774184042.90,0.34
2025-03-19,6590.56,6564.68,6598.51,6536.72,219662999,319556371524.70,-0.71
2025-03-20,6551.82,6535.06,6596.27,6528.86,231907477,316002108435.20,-0.45
2025-03-21,6507.95,6405.61,6531.76,6389.62,256205335,330125305370.50,-1.98
2025-03-24,6403.57,6360.34,6412.52,6244.87,257684583,320142693524.40,-0.71
2025-03-25,6355.81,6310.76,6382.19,6289.12,231663781,281993855607.20,-0.78
2025-03-26,6297.33,6334.91,6371.10,6297.33,206679513,248639805634.00,0.38
2025-03-27,6315.10,6328.77,6394.21,6254.89,198894704,256610200493.70,-0.10
2025-03-28,6326.81,6268.32,6356.80,6261.69,196553528,246785917264.60,-0.96
2025-03-31,6229.56,6226.65,6259.36,6143.65,207382027,267799428240.20,-0.66
2025-04-01,6242.07,6259.48,6300.67,6240.20,182332217,241767488058.70,0.53
2025-04-02,6252.63,6277.25,6316.64,6251.85,159266425,208427533565.50,0.28
2025-04-03,6208.29,6203.26,6299.16,6168.54,183699630,238273426167.90,-1.18
2025-04-07,5811.54,5496.44,5905.57,5437.45,277214829,311471174814.60,-11.39
2025-04-08,5475.56,5530.02,5632.64,5426.03,309701516,342259642935.20,0.61
2025-04-09,5439.18,5652.33,5688.48,5224.97,305724039,342055474010.90,2.21
2025-04-10,5766.51,5784.59,5883.46,5766.41,274161849,329964030633.80,2.34
2025-04-11,5744.80,5862.19,5923.14,5743.08,222139162,288233391742.40,1.34
2025-04-14,5933.99,5938.53,5979.90,5914.25,216581141,272673485153.70,1.30
2025-04-15,5938.57,5914.03,5949.86,5872.29,183047848,225752074311.10,-0.41
2025-04-16,5897.20,5835.35,5903.12,5758.67,190423901,229430157870.70,-1.33
2025-04-17,5802.29,5839.56,5898.18,5801.12,173196708,212948447362.00,0.07
2025-04-18,5833.11,5831.69,5855.69,5793.79,164444603,190723835634.60,-0.13
2025-04-21,5826.62,5952.64,5952.72,5802.83,192711500,228800249697.60,2.07
2025-04-22,5947.15,5949.31,5974.32,5923.59,206457074,246793931978.70,-0.06
2025-04-23,5971.47,5984.58,6013.28,5954.03,218196156,274309975849.20,0.59
2025-04-24,5979.41,5920.48,5984.37,5897.65,199796564,237867471237.90,-1.07
2025-04-25,5927.32,5939.50,5982.71,5901.08,198087660,234799469589.10,0.32
2025-04-28,5933.42,5877.06,5939.96,5868.87,194950891,221937583618.80,-1.05
2025-04-29,5850.83,5903.38,5921.56,5836.03,186023394,219411784620.60,0.45
2025-04-30,5907.19,5950.12,5972.66,5907.19,195458998,241759324240.80,0.79
2025-05-06,5993.33,6102.92,6102.92,5993.33,220209623,283658443311.40,2.57
2025-05-07,6171.61,6111.49,6195.14,6063.64,233922951,296522333566.70,0.14
2025-05-08,6093.56,6158.08,6167.15,6087.37,203915826,262739570040.50,0.76
2025-05-09,6153.53,6082.08,6153.53,6054.93,189221287,242809574289.10,-1.23
2025-05-12,6122.67,6167.46,6167.46,6110.02,196847210,264308289588.10,1.40
2025-05-13,6219.45,6151.01,6220.44,6141.68,203274217,263462633901.30,-0.27
2025-05-14,6144.25,6160.37,6199.30,6111.11,211559083,252514241033.70,0.15
2025-05-15,6146.00,6057.04,6146.00,6055.84,190523814,224907797793.30,-1.68
2025-05-16,6042.22,6068.12,6098.88,6042.22,176394759,206157492557.60,0.18
2025-05-19,6073.20,6095.34,6100.80,6009.95,184712990,214012637258.10,0.45
2025-05-20,6097.36,6146.02,6154.95,6078.22,192957294,232587241742.70,0.83
2025-05-21,6137.10,6132.18,6141.73,6109.92,196550842,234419144815.40,-0.23
2025-05-22,6113.21,6066.10,6146.20,6062.59,186395737,220813672515.20,-1.08
2025-05-23,6060.52,5989.68,6099.23,5989.68,184923774,224806210853.60,-1.26
2025-05-26,5991.86,6028.79,6038.81,5981.84,155988794,191925536268.60,0.65
2025-05-27,6019.54,6008.46,6023.14,5971.35,157945758,193605916886.10,-0.34
2025-05-28,6006.89,5984.46,6023.82,5972.18,159105494,191732662667.60,-0.40
2025-05-29,5980.86,6089.58,6091.96,5980.86,189376466,232575959070.10,1.76
2025-05-30,6075.45,6026.56,6075.45,6016.89,186918671,228038836605.50,-1.03
2025-06-03,6009.18,6070.04,6086.62,6008.54,191764672,234296502252.40,0.72
2025-06-04,6067.83,6123.17,6124.70,6067.83,186955850,232039996402.20,0.88
2025-06-05,6125.89,6167.01,6174.85,6101.85,206077919,273238606861.70,0.72
2025-06-06,6164.41,6152.84,6169.57,6137.57,178339582,240362538720.10,-0.23
2025-06-09,6161.14,6218.96,6226.38,6158.90,193283632,255785048702.10,1.07
2025-06-10,6220.04,6161.69,6220.04,6098.09,220060485,277218151000.20,-0.92
2025-06-11,6162.16,6186.51,6221.20,6162.16,197643580,243671184607.80,0.40
2025-06-12,6171.56,6192.22,6202.73,6151.04,197018749,250824401493.70,0.09
2025-06-13,6174.43,6106.01,6183.71,6088.57,236889547,298969326947.80,-1.39
2025-06-16,6089.96,6147.46,6151.51,6089.96,197310933,253087825584.30,0.68
2025-06-17,6153.15,6141.47,6171.17,6120.57,208427280,260873532301.40,-0.10
2025-06-18,6126.18,6135.39,6143.21,6086.69,204105755,256463608433.80,-0.10
2025-06-19,6127.94,6048.22,6146.64,6028.72,212217336,270827079699.40,-1.42
2025-06-20,6039.99,5999.59,6061.84,5997.59,180857342,226531986434.80,-0.80
2025-06-23,5966.50,6078.22,6083.53,5965.66,193558490,239995084576.30,1.31
